ocel:eid,ocel:activity,ocel:timestamp,ocel:type:MaintenanceRecord,ocel:type:LogBatch,ocel:type:ProductionBatch,ocel:type:TimberOutput,ocel:type:QualityReport,ocel:type:Mill,CaseID,Mill,LogsProcessed,VolumeM3,ProductionM3,YieldPercent,DowntimeHours,MaintenanceHours,MoistureDefectRate,TwistingDefectRate,BlueStainRate,KnotDefectRate,CrackDefectRate,QualityGradeA,ShiftType,OperatorID,EquipmentStatus,Hour,DayOfWeek,Conformance_Label,Violation_Types
E004581,StartProduction,04/19/2012 00:00,,,BATCH_CASE_0168_000,,,,CASE_0168,R250,116,28.27,21.79,77.08,0.02,0.01,4.13,1.57,3.46,2.77,1.17,87.43,Night,OP_002,Operational,0,3,0,None
E004582,StartProduction,04/19/2012 02:48,,,BATCH_CASE_0168_001,,,,CASE_0168,R250,164,51.0,24.65,48.33,1.43,0.51,2.14,0.59,1.97,4.01,2.74,93.39,Night,OP_009,Operational,2,3,0,None
E004583,LogShortage,04/19/2012 05:10,,LOG_R250_002,,,,,CASE_0168,R250,199,31.72,15.36,48.42,1.18,0.33,4.6,1.47,2.71,3.19,0.16,88.5,Night,OP_003,Operational,5,3,0,None
E004584,StartProduction,04/19/2012 07:49,,,BATCH_CASE_0168_003,,,,CASE_0168,R250,126,29.35,23.08,78.64,0.42,0.15,0.92,2.86,3.21,2.34,0.97,87.88,Day,OP_008,Operational,7,3,0,None
E004585,ConveyorMaintenance,04/19/2012 10:49,MR_R250_004,,,,,,CASE_0168,R250,60,10.49,3.73,35.56,2.49,1.88,1.81,3.6,0.64,3.65,2.7,82.97,Day,OP_008,Maintenance,10,3,0,None
E004586,ProcessLogs,04/19/2012 12:02,,,BATCH_CASE_0168_005,,,,CASE_0168,R250,94,53.61,14.77,27.55,0.43,0.16,1.14,3.5,0.63,3.28,2.54,94.48,Day,OP_013,Operational,12,3,0,None
E004587,ProcessLogs,04/19/2012 16:00,,,BATCH_CASE_0168_006,,,,CASE_0168,R250,84,27.65,14.44,52.22,0.86,0.08,0.22,3.4,0.58,3.73,0.77,89.51,Day,OP_004,Operational,16,3,0,None
E004588,ProcessLogs,04/19/2012 17:30,,,BATCH_CASE_0168_007,,,,CASE_0168,R250,174,32.11,22.86,71.19,1.08,0.34,0.65,0.36,1.44,0.98,0.98,95.0,Day,OP_001,Operational,17,3,0,None
E004589,ProcessLogs,04/19/2012 21:39,,,BATCH_CASE_0168_008,,,,CASE_0168,R250,136,27.27,6.96,25.52,1.2,0.5,2.43,2.23,0.2,1.0,2.38,91.14,Night,OP_005,Operational,21,3,0,None
E004590,StartProduction,04/20/2012 00:49,,,BATCH_CASE_0168_009,,,,CASE_0168,R250,160,28.23,20.91,74.07,0.57,0.2,2.16,2.55,3.18,4.82,2.66,89.29,Night,OP_012,Operational,0,4,0,None
E004591,QualitySorting,04/20/2012 02:51,,,,,QR_CASE_0168_010,,CASE_0168,R250,152,26.1,8.42,32.26,0.6,0.26,1.25,1.91,0.79,0.19,0.66,95.0,Night,OP_013,Operational,2,4,0,None
E004592,ProcessLogs,04/20/2012 04:48,,,BATCH_CASE_0168_011,,,,CASE_0168,R250,86,20.25,10.07,49.73,1.41,0.53,2.46,0.24,0.11,2.84,1.36,95.0,Night,OP_001,Operational,4,4,0,None
E004593,MaintenanceUnplanned,04/20/2012 07:22,MR_R250_012,,,,,,CASE_0168,R250,102,49.89,29.64,59.41,1.7,1.42,2.57,2.62,0.74,4.44,3.33,90.96,Day,OP_004,Maintenance,7,4,0,None
E004594,LogShortage,04/20/2012 11:56,,LOG_R250_013,,,,,CASE_0168,R250,104,30.37,23.69,78.0,0.23,0.02,4.89,0.22,2.55,0.2,1.99,90.08,Day,OP_008,Operational,11,4,0,None
E004595,ShiftEnd,04/20/2012 13:41,,LOG_R250_014,,,,,CASE_0168,R250,157,51.02,13.97,27.38,0.14,0.06,3.21,1.74,1.8,3.03,1.07,88.21,Day,OP_007,Operational,13,4,0,None
E004596,ProcessLogs,04/20/2012 14:37,,,BATCH_CASE_0168_015,,,,CASE_0168,R250,135,38.77,14.73,37.99,0.1,0.03,2.87,0.75,1.09,3.07,2.43,91.93,Day,OP_007,Operational,14,4,0,None
E004597,ProcessLogs,04/20/2012 16:04,,,BATCH_CASE_0168_016,,,,CASE_0168,R250,61,17.71,9.88,55.79,0.91,0.26,0.76,2.62,0.56,1.62,3.67,90.82,Day,OP_005,Operational,16,4,0,None
E004598,ProcessLogs,04/20/2012 19:45,,,BATCH_CASE_0168_017,,,,CASE_0168,R250,208,55.41,35.77,64.56,1.5,0.72,0.22,2.53,2.45,2.17,0.1,92.61,Night,OP_005,Operational,19,4,0,None
E004599,ProcessLogs,04/20/2012 20:58,,,BATCH_CASE_0168_018,,,,CASE_0168,R250,72,44.9,20.63,45.95,1.46,0.66,2.83,0.49,3.72,4.33,0.99,84.38,Night,OP_006,Operational,20,4,0,None
E004600,StartProduction,04/21/2012 00:26,,,BATCH_CASE_0168_019,,,,CASE_0168,R250,186,9.61,5.92,61.6,0.28,0.1,1.93,1.11,3.26,3.92,0.38,87.6,Night,OP_005,Operational,0,5,0,None
E004601,ProcessLogs,04/21/2012 02:29,,,BATCH_CASE_0168_020,,,,CASE_0168,R250,134,53.54,32.1,59.96,0.62,0.04,4.88,2.45,1.45,2.33,2.61,80.74,Night,OP_008,Operational,2,5,0,None
E004602,ShiftEnd,04/21/2012 06:01,,LOG_R250_021,,,,,CASE_0168,R250,114,37.7,18.52,49.12,1.04,0.32,3.45,1.69,2.68,4.96,3.91,78.06,Day,OP_006,Operational,6,5,0,None
E004603,BreakdownMechanical,04/21/2012 08:07,MR_R250_022,,,,,,CASE_0168,R250,150,9.59,6.07,63.3,2.09,1.22,0.74,3.65,2.34,3.5,0.27,89.64,Day,OP_007,Breakdown,8,5,0,None
E004604,MaintenanceUnplanned,04/21/2012 10:57,MR_R250_023,,,,,,CASE_0168,R250,58,58.95,40.86,69.31,2.83,2.35,0.91,0.45,2.28,2.25,1.78,95.0,Day,OP_012,Maintenance,10,5,0,None
E004605,QualitySorting,04/21/2012 13:46,,,,,QR_CASE_0168_024,,CASE_0168,R250,215,31.14,18.94,60.82,1.03,0.21,0.14,1.61,1.59,0.71,1.75,91.52,Day,OP_007,Operational,13,5,0,None
E004606,MaintenanceUnplanned,04/21/2012 18:07,MR_R250_025,,,,,,CASE_0168,R250,66,15.32,6.96,45.43,1.77,1.59,0.68,2.9,0.12,1.91,0.44,95.0,Night,OP_014,Maintenance,18,5,0,None
E004607,ProcessLogs,04/21/2012 20:33,,,BATCH_CASE_0168_026,,,,CASE_0168,R250,88,50.28,38.05,75.68,0.99,0.25,1.92,1.95,1.38,0.61,1.69,93.74,Night,OP_010,Operational,20,5,0,None
E004608,StartProduction,01/19/2018 00:00,,,BATCH_CASE_0169_000,,,,CASE_0169,R250,136,43.66,34.0,77.87,1.23,0.46,3.24,3.73,1.8,4.06,2.44,83.59,Night,OP_005,Operational,0,4,0,None
E004609,ShiftEnd,01/19/2018 01:04,,LOG_R250_001,,,,,CASE_0169,R250,77,58.47,34.24,58.56,1.47,0.25,2.51,2.92,1.17,2.92,0.78,88.94,Night,OP_011,Operational,1,4,0,None
E004610,StartProduction,01/19/2018 04:15,,,BATCH_CASE_0169_002,,,,CASE_0169,R250,146,40.77,27.41,67.23,0.32,0.12,4.95,1.21,1.02,0.14,2.05,93.67,Night,OP_003,Operational,4,4,0,None
E004611,ProcessLogs,01/19/2018 07:53,,,BATCH_CASE_0169_003,,,,CASE_0169,R250,82,13.64,7.83,57.4,0.35,0.17,0.82,0.66,2.46,0.61,0.26,95.0,Day,OP_014,Operational,7,4,0,None
E004612,ProcessLogs,01/19/2018 09:15,,,BATCH_CASE_0169_004,,,,CASE_0169,R250,142,53.37,22.47,42.1,1.23,0.36,2.26,2.92,3.3,1.29,2.5,89.16,Day,OP_010,Operational,9,4,0,None
E004613,QualitySorting,01/19/2018 13:09,,,,,QR_CASE_0169_005,,CASE_0169,R250,180,56.93,45.3,79.57,0.12,0.05,4.66,0.07,2.64,1.57,0.92,88.93,Day,OP_013,Operational,13,4,0,None
E004614,QualitySorting,01/19/2018 15:32,,,,,QR_CASE_0169_006,,CASE_0169,R250,92,55.04,22.14,40.23,1.26,0.05,0.65,2.39,3.03,1.05,1.83,92.0,Day,OP_009,Operational,15,4,0,None
E004615,ProductionComplete,01/19/2018 17:03,,,BATCH_CASE_0169_007,,,,CASE_0169,R250,50,30.79,17.38,56.45,0.12,0.06,2.64,1.66,1.12,2.21,0.02,87.89,Day,OP_003,Operational,17,4,0,None
E004616,ProductionComplete,01/19/2018 18:31,,,BATCH_CASE_0169_008,,,,CASE_0169,R250,75,35.72,26.18,73.29,0.09,0.04,3.19,2.39,2.51,0.99,3.0,84.13,Night,OP_005,Operational,18,4,0,None
E004617,ProductionComplete,01/19/2018 19:20,,,BATCH_CASE_0169_009,,,,CASE_0169,R250,146,16.99,9.01,53.03,0.03,0.01,2.7,0.14,3.53,1.21,0.69,92.78,Night,OP_014,Operational,19,4,0,None
E004618,ProcessLogs,01/19/2018 22:47,,,BATCH_CASE_0169_010,,,,CASE_0169,R250,143,40.55,24.44,60.27,0.05,0.01,0.37,3.74,2.23,4.94,1.72,91.37,Night,OP_006,Operational,22,4,0,None
E004619,ShiftEnd,01/20/2018 02:14,,LOG_R250_011,,,,,CASE_0169,R250,135,30.14,22.19,73.62,0.35,0.17,4.64,0.2,0.6,3.41,1.97,88.55,Night,OP_008,Operational,2,5,0,None
E004620,ProcessLogs,01/20/2018 03:41,,,BATCH_CASE_0169_012,,,,CASE_0169,R250,163,24.51,15.23,62.14,1.28,0.59,1.3,0.84,0.37,3.14,2.61,88.12,Night,OP_002,Operational,3,5,0,None
E004621,ProcessLogs,01/20/2018 06:42,,,BATCH_CASE_0169_013,,,,CASE_0169,R250,182,13.77,5.56,40.38,1.07,0.09,4.34,2.03,2.31,2.83,0.97,92.31,Day,OP_015,Operational,6,5,0,None
E004622,ConveyorMaintenance,01/20/2018 08:30,MR_R250_014,,,,,,CASE_0169,R250,205,15.53,11.61,74.76,1.3,1.17,2.76,1.87,2.52,2.04,1.64,85.38,Day,OP_009,Maintenance,8,5,0,None
E004623,StartProduction,01/20/2018 10:21,,,BATCH_CASE_0169_015,,,,CASE_0169,R250,62,12.86,3.36,26.13,0.86,0.03,4.22,1.9,1.77,4.57,1.75,83.49,Day,OP_011,Operational,10,5,0,None
E004624,QualityInspection,01/20/2018 14:30,,,,,QR_CASE_0169_016,,CASE_0169,R250,79,39.64,31.39,79.19,0.5,0.04,0.21,1.06,2.61,2.73,3.25,85.96,Day,OP_007,Operational,14,5,0,None
E004625,ShiftEnd,01/20/2018 19:07,,LOG_R250_017,,,,,CASE_0169,R250,218,57.21,43.79,76.54,0.98,0.11,2.39,3.19,0.68,4.18,3.19,80.96,Night,OP_004,Operational,19,5,0,None
E004626,ShiftEnd,01/20/2018 21:33,,LOG_R250_018,,,,,CASE_0169,R250,106,14.29,9.64,67.46,1.05,0.04,4.65,0.12,2.39,3.02,0.7,93.42,Night,OP_009,Operational,21,5,0,None
E004627,ProcessLogs,01/20/2018 23:28,,,BATCH_CASE_0169_019,,,,CASE_0169,R250,119,35.18,27.25,77.46,0.14,0.05,0.48,0.76,1.31,2.6,1.82,95.0,Night,OP_002,Operational,23,5,0,None
E004628,ProcessLogs,01/12/2013 00:00,,,BATCH_CASE_0170_000,,,,CASE_0170,R250,198,19.94,10.2,51.15,0.54,0.25,1.88,2.09,1.21,1.25,2.9,95.0,Night,OP_009,Operational,0,5,0,None
E004629,ProcessLogs,01/12/2013 04:23,,,BATCH_CASE_0170_001,,,,CASE_0170,R250,156,27.98,19.72,70.48,1.34,0.48,0.24,0.76,1.77,1.95,1.86,95.0,Night,OP_014,Operational,4,5,0,None
E004630,QualityInspection,01/12/2013 07:05,,,,,QR_CASE_0170_002,,CASE_0170,R250,59,34.94,15.1,43.22,1.04,0.43,3.55,3.76,3.16,2.48,3.5,79.75,Day,OP_013,Operational,7,5,0,None
E004631,QualitySorting,01/12/2013 09:15,,,,,QR_CASE_0170_003,,CASE_0170,R250,155,11.32,7.14,63.07,1.07,0.21,4.51,3.34,3.85,2.24,3.57,76.72,Day,OP_015,Operational,9,5,0,None
E004632,StartProduction,01/12/2013 10:03,,,BATCH_CASE_0170_004,,,,CASE_0170,R250,155,53.04,41.12,77.53,0.91,0.2,4.24,0.73,1.28,4.67,1.09,89.14,Day,OP_002,Operational,10,5,0,None
E004633,ProductionComplete,01/12/2013 11:33,,,BATCH_CASE_0170_005,,,,CASE_0170,R250,139,14.83,4.5,30.34,0.61,0.06,3.04,1.98,1.0,2.26,0.04,94.35,Day,OP_012,Operational,11,5,0,None
E004634,MaintenancePlanned,01/12/2013 15:43,MR_R250_006,,,,,,CASE_0170,R250,215,29.47,22.53,76.45,2.08,1.93,4.63,3.27,1.78,0.8,1.02,92.53,Day,OP_003,Maintenance,15,5,0,None
E004635,ProcessLogs,01/12/2013 19:28,,,BATCH_CASE_0170_007,,,,CASE_0170,R250,88,22.27,15.53,69.74,0.21,0.0,2.61,2.33,3.77,0.37,0.65,95.0,Night,OP_010,Operational,19,5,0,None
E004636,ShiftEnd,01/12/2013 21:36,,LOG_R250_008,,,,,CASE_0170,R250,162,13.47,8.9,66.07,0.47,0.01,0.24,3.35,2.69,2.86,0.46,92.77,Night,OP_011,Operational,21,5,0,None
E004637,ShiftEnd,01/13/2013 00:34,,LOG_R250_009,,,,,CASE_0170,R250,65,53.6,22.32,41.64,0.18,0.07,4.13,1.04,2.54,0.49,0.7,91.92,Night,OP_003,Operational,0,6,0,None
E004638,QualityInspection,01/13/2013 02:29,,,,,QR_CASE_0170_010,,CASE_0170,R250,74,13.81,7.94,57.49,0.64,0.22,3.55,0.12,3.21,4.44,2.49,81.23,Night,OP_007,Operational,2,6,0,None
E004639,BreakdownElectrical,01/13/2013 05:39,MR_R250_011,,,,,,CASE_0170,R250,107,49.32,31.9,64.68,2.43,2.15,2.32,0.57,3.82,1.36,3.66,87.77,Night,OP_004,Breakdown,5,6,0,None
E004640,ProcessLogs,01/13/2013 10:04,,,BATCH_CASE_0170_012,,,,CASE_0170,R250,87,14.13,9.49,67.16,1.34,0.56,0.88,2.59,2.8,4.71,1.94,90.14,Day,OP_012,Operational,10,6,0,None
E004641,MaintenanceUnplanned,01/13/2013 13:48,MR_R250_013,,,,,,CASE_0170,R250,150,23.11,12.55,54.31,3.35,2.18,3.31,3.73,0.76,4.9,2.05,87.32,Day,OP_004,Maintenance,13,6,0,None
E004642,LogShortage,01/13/2013 14:44,,LOG_R250_014,,,,,CASE_0170,R250,105,27.02,17.58,65.06,0.27,0.08,2.35,1.28,3.17,4.58,1.25,84.31,Day,OP_004,Operational,14,6,0,None
E004643,LogShortage,01/13/2013 16:22,,LOG_R250_015,,,,,CASE_0170,R250,78,53.41,24.33,45.55,0.58,0.06,2.5,0.88,0.94,3.31,0.58,94.97,Day,OP_012,Operational,16,6,0,None
E004644,ProcessLogs,01/13/2013 18:20,,,BATCH_CASE_0170_016,,,,CASE_0170,R250,50,52.45,41.12,78.4,0.58,0.27,2.21,1.19,1.88,1.44,3.11,95.0,Night,OP_014,Operational,18,6,0,None
E004645,ShiftEnd,01/13/2013 19:45,,LOG_R250_017,,,,,CASE_0170,R250,77,34.72,20.6,59.33,0.91,0.05,4.66,3.71,3.68,2.7,1.02,78.97,Night,OP_015,Operational,19,6,0,None
E004646,ProductionComplete,01/13/2013 22:52,,,BATCH_CASE_0170_018,,,,CASE_0170,R250,175,31.49,9.71,30.84,0.54,0.25,2.47,2.81,1.86,3.66,0.82,91.39,Night,OP_002,Operational,22,6,0,None
E004647,SawBladeChange,01/14/2013 03:12,MR_R250_019,,,,,,CASE_0170,R250,111,17.74,7.4,41.71,2.9,2.67,4.21,3.1,3.36,0.97,0.69,87.77,Night,OP_002,Maintenance,3,0,0,None
E004648,ProcessLogs,01/14/2013 06:42,,,BATCH_CASE_0170_020,,,,CASE_0170,R250,198,49.94,25.02,50.1,0.93,0.4,4.0,3.16,0.85,2.37,3.96,84.05,Day,OP_013,Operational,6,0,0,None
E004649,QualityInspection,01/14/2013 10:29,,,,,QR_CASE_0170_021,,CASE_0170,R250,153,31.79,9.87,31.05,0.66,0.32,2.16,3.89,1.75,0.34,0.69,90.58,Day,OP_002,Operational,10,0,0,None
E004650,ShiftEnd,01/14/2013 13:42,,LOG_R250_022,,,,,CASE_0170,R250,160,49.34,17.05,34.56,1.0,0.18,2.46,0.22,0.86,0.81,3.95,88.26,Day,OP_013,Operational,13,0,0,None
E004651,QualityInspection,01/14/2013 14:45,,,,,QR_CASE_0170_023,,CASE_0170,R250,220,45.78,14.98,32.72,1.22,0.08,3.11,1.78,2.6,0.1,3.37,92.15,Day,OP_008,Operational,14,0,0,None
E004652,ProductionComplete,01/14/2013 16:51,,,BATCH_CASE_0170_024,,,,CASE_0170,R250,159,32.69,23.12,70.72,1.45,0.45,2.77,1.04,1.73,2.6,2.94,92.77,Day,OP_009,Operational,16,0,0,None
E004653,StartProduction,08/20/2015 00:00,,,BATCH_CASE_0171_000,,,,CASE_0171,R200,146,34.64,17.73,51.18,0.16,0.02,4.87,2.01,1.94,4.54,2.76,83.45,Night,OP_014,Operational,0,3,1,QR-2|TR-2
E004654,StartProduction,08/20/2015 04:38,,,BATCH_CASE_0171_001,,,,CASE_0171,R200,176,36.85,11.2,30.39,1.09,0.37,2.98,0.93,2.87,2.82,2.25,89.28,Night,OP_015,Operational,4,3,1,QR-2|TR-2
E004655,LogShortage,08/20/2015 08:17,,LOG_R200_002,,,,,CASE_0171,R200,178,29.87,20.93,70.07,0.1,0.05,0.03,2.9,2.11,0.75,1.51,95.0,Day,OP_004,Operational,8,3,1,QR-2|TR-2
E004656,QualityInspection,08/20/2015 11:46,,,,,QR_CASE_0171_003,,CASE_0171,R200,104,58.78,28.53,48.54,0.94,0.22,4.69,0.63,3.02,4.07,3.98,79.11,Day,OP_011,Operational,11,3,1,QR-2|TR-2
E004657,LogShortage,08/20/2015 14:11,,LOG_R200_004,,,,,CASE_0171,R200,57,12.52,9.5,75.88,1.23,0.21,0.68,2.7,2.7,1.2,0.15,95.0,Day,OP_002,Operational,14,3,1,QR-2|TR-2
E004658,ProcessLogs,08/20/2015 18:05,,,BATCH_CASE_0171_005,,,,CASE_0171,R200,86,47.9,24.76,51.69,0.65,0.16,3.57,2.79,2.09,0.14,1.26,87.94,Night,OP_002,Operational,18,3,1,QR-2|TR-2
E004659,QualitySorting,08/20/2015 20:08,,,,,QR_CASE_0171_006,,CASE_0171,R200,152,28.45,19.29,67.8,1.29,0.09,0.59,3.93,1.42,2.05,2.4,85.11,Night,OP_011,Operational,20,3,1,QR-2|TR-2
E004660,ProcessLogs,08/20/2015 22:06,,,BATCH_CASE_0171_007,,,,CASE_0171,R200,191,11.73,8.64,73.66,1.3,0.54,0.01,0.82,1.6,1.09,3.13,93.75,Night,OP_004,Operational,22,3,1,QR-2|TR-2
E004661,ProductionComplete,08/21/2015 00:16,,,BATCH_CASE_0171_008,,,,CASE_0171,R200,211,23.28,7.79,33.46,0.02,0.0,4.49,3.78,3.69,1.42,0.22,90.59,Night,OP_009,Operational,0,4,1,QR-2|TR-2
E004662,StartProduction,08/21/2015 01:57,,,BATCH_CASE_0171_009,,,,CASE_0171,R200,202,46.96,18.43,39.25,0.53,0.13,3.49,3.19,0.85,0.09,2.55,85.51,Night,OP_012,Operational,1,4,1,QR-2|TR-2
E004663,ProductionComplete,08/21/2015 03:55,,,BATCH_CASE_0171_010,,,,CASE_0171,R200,55,29.46,22.62,18.35,0.58,0.18,1.43,0.09,2.15,3.51,3.35,87.84,Night,OP_014,Operational,3,4,1,QR-2|TR-2
E004664,StartProduction,08/21/2015 07:36,,,BATCH_CASE_0171_011,,,,CASE_0171,R200,54,31.6,16.45,52.06,0.62,0.09,1.88,0.99,3.1,0.91,1.22,95.0,Day,OP_010,Operational,7,4,1,QR-2|TR-2
E004665,BreakdownElectrical,08/21/2015 09:39,MR_R200_012,,,,,,CASE_0171,R200,65,52.59,35.31,67.14,1.7,1.1,1.62,2.36,0.3,4.71,1.7,84.73,Day,OP_003,Breakdown,9,4,1,QR-2|TR-2
E004666,MaintenanceUnplanned,08/21/2015 12:47,MR_R200_013,,,,,,CASE_0171,R200,158,33.63,19.44,57.81,0.97,0.67,1.51,3.42,3.6,3.64,0.39,87.03,Day,OP_009,Maintenance,12,4,1,QR-2|TR-2
E004667,ProcessLogs,08/21/2015 16:49,,,BATCH_CASE_0171_014,,,,CASE_0171,R200,183,43.22,11.81,27.33,0.92,0.44,1.8,2.91,3.71,1.91,1.2,89.91,Day,OP_011,Operational,16,4,1,QR-2|TR-2
E004668,QualitySorting,08/21/2015 21:33,,,,,QR_CASE_0171_015,,CASE_0171,R200,69,52.08,19.39,37.23,1.02,0.27,3.75,1.92,3.95,0.85,0.69,89.2,Night,OP_007,Operational,21,4,1,QR-2|TR-2
E004669,ShiftEnd,08/22/2015 00:28,,LOG_R200_016,,,,,CASE_0171,R200,128,56.2,38.87,69.16,0.85,0.28,9.65,3.66,0.56,3.66,2.86,76.02,Night,OP_012,Operational,0,5,1,QR-2|TR-2
E004670,ProcessLogs,08/22/2015 02:36,,,BATCH_CASE_0171_017,,,,CASE_0171,R200,97,32.28,18.49,20.36,1.09,0.51,2.91,3.8,0.86,0.67,0.48,95.0,Night,OP_007,Operational,2,5,1,QR-2|TR-2
E004671,ProcessLogs,08/22/2015 04:42,,,BATCH_CASE_0171_018,,,,CASE_0171,R200,61,30.14,22.34,74.12,0.59,0.23,4.59,0.17,3.47,3.07,2.83,85.71,Night,OP_006,Operational,4,5,1,QR-2|TR-2
E004672,MaintenanceUnplanned,08/22/2015 08:03,MR_R200_019,,,,,,CASE_0171,R200,69,45.19,27.11,15.81,0.6,0.53,4.31,1.34,3.49,1.27,0.61,94.59,Day,OP_012,Maintenance,8,5,1,QR-2|TR-2
E004673,LogShortage,08/22/2015 11:03,,LOG_R200_020,,,,,CASE_0171,R200,119,11.36,3.16,27.82,0.2,0.05,1.45,1.73,3.76,0.11,3.79,90.79,Day,OP_012,Operational,11,5,1,QR-2|TR-2
E004674,MaintenancePlanned,08/22/2015 14:55,MR_R200_021,,,,,,CASE_0171,R200,132,16.12,4.28,26.55,2.61,1.45,3.7,2.01,1.48,1.47,2.96,86.1,Day,OP_002,Maintenance,14,5,1,QR-2|TR-2
E004675,BreakdownElectrical,08/22/2015 18:58,MR_R200_022,,,,,,CASE_0171,R200,193,13.58,4.35,32.03,1.29,0.99,2.08,2.02,0.7,1.59,1.07,94.04,Night,OP_013,Breakdown,18,5,1,QR-2|TR-2
E004676,MaintenanceUnplanned,08/22/2015 23:32,MR_R200_023,,,,,,CASE_0171,R200,97,52.54,23.15,44.06,0.61,0.32,2.62,1.16,3.45,0.96,3.13,85.02,Night,OP_011,Maintenance,23,5,1,QR-2|TR-2
E004677,ProcessLogs,08/23/2015 01:08,,,BATCH_CASE_0171_024,,,,CASE_0171,R200,72,44.72,21.66,48.43,1.07,0.32,2.05,2.46,0.98,3.62,2.91,92.3,Night,OP_011,Operational,1,6,1,QR-2|TR-2
E004678,ShiftEnd,08/23/2015 03:21,,LOG_R200_025,,,,,CASE_0171,R200,133,49.23,12.54,16.83,0.39,0.12,0.74,3.19,3.98,3.1,3.71,89.51,Night,OP_013,Operational,3,6,1,QR-2|TR-2
E004679,QualitySorting,08/23/2015 05:15,,,,,QR_CASE_0171_026,,CASE_0171,R200,177,32.27,20.21,62.63,0.67,0.03,1.81,3.57,1.54,4.97,0.75,89.35,Night,OP_008,Operational,5,6,1,QR-2|TR-2
E004680,ProductionComplete,08/23/2015 08:09,,,BATCH_CASE_0171_027,,,,CASE_0171,R200,207,11.27,4.57,40.55,0.51,0.13,1.87,3.32,3.48,3.32,0.03,86.28,Day,OP_010,Operational,8,6,1,QR-2|TR-2
E004681,ProductionComplete,08/23/2015 12:11,,,BATCH_CASE_0171_028,,,,CASE_0171,R200,200,24.27,14.33,59.04,1.48,0.27,0.09,0.86,0.51,4.2,3.36,94.58,Day,OP_003,Operational,12,6,1,QR-2|TR-2
E004682,StartProduction,03/22/2020 00:00,,,BATCH_CASE_0172_000,,,,CASE_0172,R200,180,32.34,8.68,26.84,0.34,0.14,0.81,1.64,3.7,2.09,2.5,88.73,Night,OP_011,Operational,0,6,0,None
E004683,ShiftEnd,03/22/2020 03:20,,LOG_R200_001,,,,,CASE_0172,R200,164,46.05,22.27,48.36,0.44,0.01,0.27,3.95,2.64,0.33,1.88,87.83,Night,OP_010,Operational,3,6,0,None
E004684,StartProduction,03/22/2020 06:26,,,BATCH_CASE_0172_002,,,,CASE_0172,R200,176,16.9,6.86,40.59,1.48,0.25,0.58,3.38,1.79,4.69,1.03,94.11,Day,OP_013,Operational,6,6,0,None
E004685,StartProduction,03/22/2020 09:24,,,BATCH_CASE_0172_003,,,,CASE_0172,R200,69,42.53,11.87,27.91,0.98,0.47,4.08,3.86,0.16,4.41,0.91,83.31,Day,OP_015,Operational,9,6,0,None
E004686,ProcessLogs,03/22/2020 12:29,,,BATCH_CASE_0172_004,,,,CASE_0172,R200,201,58.8,22.6,38.44,0.73,0.18,0.29,0.83,3.6,4.79,0.83,91.45,Day,OP_015,Operational,12,6,0,None
E004687,ProductionComplete,03/22/2020 15:35,,,BATCH_CASE_0172_005,,,,CASE_0172,R200,179,28.75,10.43,36.28,1.4,0.46,4.58,0.93,3.93,0.4,0.26,88.88,Day,OP_006,Operational,15,6,0,None
E004688,StartProduction,03/22/2020 18:23,,,BATCH_CASE_0172_006,,,,CASE_0172,R200,75,41.79,18.58,44.46,0.07,0.03,1.48,2.82,3.33,0.13,1.18,94.54,Night,OP_007,Operational,18,6,0,None
E004689,StartProduction,03/22/2020 21:16,,,BATCH_CASE_0172_007,,,,CASE_0172,R200,75,22.35,7.32,32.75,1.28,0.36,2.28,1.36,3.05,4.93,0.99,88.74,Night,OP_001,Operational,21,6,0,None
E004690,ProcessLogs,03/22/2020 22:50,,,BATCH_CASE_0172_008,,,,CASE_0172,R200,212,15.69,9.81,62.52,0.42,0.16,0.46,1.89,1.47,3.52,1.72,91.53,Night,OP_002,Operational,22,6,0,None
E004691,QualityInspection,03/23/2020 02:38,,,,,QR_CASE_0172_009,,CASE_0172,R200,124,57.18,39.0,68.21,0.16,0.01,3.83,3.17,2.32,3.13,3.28,86.33,Night,OP_015,Operational,2,0,0,None
E004692,ProcessLogs,03/23/2020 03:58,,,BATCH_CASE_0172_010,,,,CASE_0172,R200,197,38.56,10.48,27.18,0.29,0.09,1.85,0.4,0.37,3.99,2.52,92.3,Night,OP_007,Operational,3,0,0,None
E004693,ShiftEnd,03/23/2020 07:43,,LOG_R200_011,,,,,CASE_0172,R200,159,18.11,10.45,57.7,0.15,0.02,3.36,1.89,1.42,3.79,1.21,85.74,Day,OP_012,Operational,7,0,0,None
E004694,QualityInspection,03/23/2020 10:34,,,,,QR_CASE_0172_012,,CASE_0172,R200,151,21.19,7.11,33.55,0.55,0.06,3.88,0.27,0.11,0.99,0.62,95.0,Day,OP_002,Operational,10,0,0,None
E004695,StartProduction,03/23/2020 12:15,,,BATCH_CASE_0172_013,,,,CASE_0172,R200,99,36.14,10.6,29.33,0.5,0.07,1.22,1.91,1.09,1.71,1.73,89.82,Day,OP_006,Operational,12,0,0,None
E004696,ProcessLogs,03/23/2020 14:10,,,BATCH_CASE_0172_014,,,,CASE_0172,R200,84,33.97,25.32,74.54,0.27,0.09,2.35,1.1,2.68,1.47,2.07,87.2,Day,OP_014,Operational,14,0,0,None
